mac_client, domain, ip, ip_type 
a4:f4:c2:99:c0:01,pull-flv-f11-gcp01.tiktokcdn.com,/43.132.68.121,IPv6
a4:f4:c2:99:c0:01,pull-flv-f11-gcp01.tiktokcdn.com,/43.132.68.218,IPv6
a4:f4:c2:99:c0:01,pull-flv-f11-gcp01.tiktokcdn.com,/43.132.68.220,IPv6
a4:f4:c2:99:c0:01,pull-flv-f11-gcp01.tiktokcdn.com,/123.30.147.132,IPv6
a4:f4:c2:99:c0:01,pull-flv-f11-gcp01.tiktokcdn.com,/43.132.68.133,IPv6
a4:f4:c2:99:c0:01,pull-flv-f11-gcp01.tiktokcdn.com,/43.132.68.123,IPv6
a0:65:18:a3:57:3e,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.224,IPv4
a0:65:18:a3:57:3e,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.231,IPv4
a0:65:18:a3:57:3e,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.226,IPv4
a0:65:18:a3:57:3e,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.229,IPv4
a0:65:18:a3:57:3e,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.227,IPv4
a0:65:18:a3:57:3e,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.225,IPv4
a0:65:18:a3:57:3e,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.228,IPv4
a0:65:18:a3:57:3e,pull-flv-l1-gcp01.tiktokcdn.com,/163.171.218.230,IPv4
e4:3a:6e:33:1e:4b,pull-a5-gcp01.tiktokcdn.com,/156.59.149.145,IPv4
e4:3a:6e:33:1e:4b,pull-lls-l11.tiktokcdn.com,/43.132.68.203,IPv4
e4:3a:6e:33:1e:4b,pull-lls-l11.tiktokcdn.com,/43.132.68.202,IPv4
a0:65:18:83:8d:5e,pull-cmaf-l16-tt01.tiktokcdn-us.com,/104.91.68.163,IPv4
a0:65:18:83:8d:5e,pull-cmaf-l16-tt01.tiktokcdn-us.com,/104.91.68.171,IPv4
a4:f4:c2:99:c0:01,pull-a5-va01.tiktokcdn.com,/156.59.149.140,IPv6
a4:f4:c2:99:c0:01,pull-f5-tt02.tiktokcdn.com,/156.59.149.144,IPv6
a4:f4:c2:99:c0:01,push-rtmp-l11-gcp01.tiktokcdn.com,/43.132.68.141,IPv6
a4:f4:c2:99:c0:01,push-rtmp-l11-gcp01.tiktokcdn.com,/43.132.68.142,IPv6
a4:f4:c2:99:c0:01,push-rtmp-l11-gcp01.tiktokcdn.com,/43.132.68.143,IPv6
a0:65:18:a3:57:3e,pull-w5-sg01.tiktokcdn.com,/156.59.149.136,IPv4
e4:3a:6e:33:1e:4b,pull-f5-tt01.tiktokcdn.com,/156.59.94.37,IPv4
e4:3a:6e:33:1e:4b,pull-f5-tt01.tiktokcdn.com,/156.59.94.23,IPv4
e4:3a:6e:33:1e:4b,pull-f5-tt01.tiktokcdn.com,/156.59.94.24,IPv4
24:43:e2:6b:df:71,pull-q5-sg01.tiktokcdn.com,/156.59.149.138,IPv4
a4:f4:c2:99:c0:01,pull-cmaf-l16-sg01.tiktokcdn.com,/113.171.231.25,IPv6
a4:f4:c2:99:c0:01,pull-cmaf-l16-sg01.tiktokcdn.com,/113.171.231.40,IPv6
a0:65:18:83:8d:5e,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.227,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.190,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-sg01.tiktokcdn.com,/123.30.147.130,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.220,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.133,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.228,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.217,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.189,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-sg01.tiktokcdn.com,/123.30.147.132,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.123,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.226,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.224,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.132,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.218,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.58,IPv4
a4:f4:c2:99:c0:01,pull-cmaf-f16-gcp01.tiktokcdn.com,/113.171.231.32,IPv6
a4:f4:c2:99:c0:01,pull-cmaf-f16-gcp01.tiktokcdn.com,/113.171.231.33,IPv6
a4:f4:c2:99:c0:01,pull-w5-va01.tiktokcdn.com,/156.59.149.140,IPv6
24:43:e2:6b:df:71,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.120,IPv4
24:43:e2:6b:df:71,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.58,IPv4
24:43:e2:6b:df:71,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.224,IPv4
24:43:e2:6b:df:71,pull-flv-f11-va01.tiktokcdn.com,/123.30.147.132,IPv4
24:43:e2:6b:df:71,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.189,IPv4
24:43:e2:6b:df:71,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.228,IPv4
24:43:e2:6b:df:71,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.59,IPv4
24:43:e2:6b:df:71,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.133,IPv4
24:43:e2:6b:df:71,pull-flv-f11-va01.tiktokcdn.com,/123.30.147.131,IPv4
24:43:e2:6b:df:71,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.123,IPv4
24:43:e2:6b:df:71,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.122,IPv4
24:43:e2:6b:df:71,pull-flv-f11-va01.tiktokcdn.com,/123.30.147.130,IPv4
24:43:e2:6b:df:71,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.121,IPv4
24:43:e2:6b:df:71,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.190,IPv4
24:43:e2:6b:df:71,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.220,IPv4
a0:65:18:a3:57:3e,pull-cmaf-l16-tt01.tiktokcdn-us.com,/23.48.214.145,IPv4
a0:65:18:a3:57:3e,pull-cmaf-l16-tt01.tiktokcdn-us.com,/23.48.214.147,IPv4
a0:65:18:83:8d:5e,pull-a5-gcp01.tiktokcdn.com,/156.59.149.147,IPv4
a4:f4:c2:99:c0:01,pull-c5-va01.tiktokcdn.com,/156.59.94.34,IPv6
a4:f4:c2:99:c0:01,pull-c5-va01.tiktokcdn.com,/156.59.94.39,IPv6
a4:f4:c2:99:c0:01,pull-c5-va01.tiktokcdn.com,/156.59.94.24,IPv6
24:43:e2:6b:df:71,pull-w5-gcp01.tiktokcdn.com,/156.59.149.136,IPv4
a0:65:18:a3:57:3e,pull-cmaf-l77-va01.tiktokcdn.com,/138.199.46.247,IPv4
a4:f4:c2:99:c0:01,pull-flv-l1-sg01.tiktokcdn.com,/163.171.218.228,IPv6
a4:f4:c2:99:c0:01,pull-flv-l1-sg01.tiktokcdn.com,/163.171.218.231,IPv6
a4:f4:c2:99:c0:01,pull-flv-l1-sg01.tiktokcdn.com,/163.171.218.225,IPv6
a4:f4:c2:99:c0:01,pull-flv-l1-sg01.tiktokcdn.com,/163.171.218.227,IPv6
a4:f4:c2:99:c0:01,pull-flv-l1-sg01.tiktokcdn.com,/163.171.218.224,IPv6
a4:f4:c2:99:c0:01,pull-flv-l1-sg01.tiktokcdn.com,/163.171.218.226,IPv6
a4:f4:c2:99:c0:01,pull-flv-l1-sg01.tiktokcdn.com,/163.171.218.229,IPv6
a4:f4:c2:99:c0:01,pull-flv-l1-sg01.tiktokcdn.com,/163.171.218.230,IPv6
a0:65:18:83:8d:5e,v9-vn.tiktokcdn.com,/14.225.18.243,IPv4
a0:65:18:83:8d:5e,v9-vn.tiktokcdn.com,/103.90.222.78,IPv4
a0:65:18:83:8d:5e,v9-vn.tiktokcdn.com,/14.225.26.15,IPv4
a0:65:18:83:8d:5e,v9-vn.tiktokcdn.com,/14.225.18.252,IPv4
a0:65:18:83:8d:5e,v9-vn.tiktokcdn.com,/103.90.222.79,IPv4
a0:65:18:83:8d:5e,v9-vn.tiktokcdn.com,/14.225.26.16,IPv4
a0:65:18:83:8d:5e,v9-vn.tiktokcdn.com,/14.225.18.241,IPv4
a0:65:18:83:8d:5e,v9-vn.tiktokcdn.com,/103.90.222.77,IPv4
a0:65:18:83:8d:5e,v9-vn.tiktokcdn.com,/14.225.18.250,IPv4
a0:65:18:83:8d:5e,v9-vn.tiktokcdn.com,/14.225.26.17,IPv4
24:43:e2:6b:df:71,pull-cmaf-l16-va01.tiktokcdn.com,/23.48.214.97,IPv4
24:43:e2:6b:df:71,pull-cmaf-l16-va01.tiktokcdn.com,/23.48.214.129,IPv4
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.tiktokcdn.com,/123.30.147.132,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.133,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.123,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.tiktokcdn.com,/123.30.147.131,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.227,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.59,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.190,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.228,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.122,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.tiktokcdn.com,/123.30.147.130,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.120,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.224,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.121,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.218,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.tiktokcdn.com,/43.132.68.220,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.ttlivecdn.com,/123.30.147.131,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.ttlivecdn.com,/43.132.68.227,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.ttlivecdn.com,/43.132.68.59,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.ttlivecdn.com,/43.132.68.190,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.ttlivecdn.com,/43.132.68.228,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.ttlivecdn.com,/43.132.68.122,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.ttlivecdn.com,/123.30.147.130,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.ttlivecdn.com,/43.132.68.120,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.ttlivecdn.com,/43.132.68.224,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.ttlivecdn.com,/43.132.68.121,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.ttlivecdn.com,/43.132.68.218,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.ttlivecdn.com,/43.132.68.220,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.ttlivecdn.com,/123.30.147.132,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.ttlivecdn.com,/43.132.68.133,IPv6
a4:f4:c2:99:c0:01,pull-flv-l11-sg01.ttlivecdn.com,/43.132.68.123,IPv6
a4:f4:c2:99:c0:01,pull-hls-f77-va01.tiktokcdn.com,/138.199.46.247,IPv6
a4:f4:c2:99:c0:01,pull-lls-l11-sg01.tiktokcdn.com,/43.132.68.202,IPv6
a4:f4:c2:99:c0:01,pull-lls-l11-sg01.tiktokcdn.com,/43.132.68.203,IPv6
a4:f4:c2:99:c0:01,pull-flv-l10-sg01.tiktokcdn.com,/156.59.107.86,IPv6
a4:f4:c2:99:c0:01,pull-flv-l10-sg01.tiktokcdn.com,/36.66.3.174,IPv6
a4:f4:c2:99:c0:01,pull-flv-l10-sg01.tiktokcdn.com,/49.229.94.41,IPv6
24:43:e2:6b:df:71,pull-f5-gcp01.tiktokcdn.com,/156.59.94.41,IPv4
24:43:e2:6b:df:71,pull-f5-gcp01.tiktokcdn.com,/156.59.94.38,IPv4
24:43:e2:6b:df:71,pull-f5-gcp01.tiktokcdn.com,/156.59.27.19,IPv4
24:43:e2:6b:df:71,pull-f5-gcp01.tiktokcdn.com,/104.166.159.147,IPv4
24:43:e2:6b:df:71,pull-f5-gcp01.tiktokcdn.com,/156.59.27.120,IPv4
24:43:e2:6b:df:71,pull-f5-gcp01.tiktokcdn.com,/156.59.94.33,IPv4
24:43:e2:6b:df:71,pull-f5-gcp01.tiktokcdn.com,/156.59.94.25,IPv4
24:43:e2:6b:df:71,pull-f5-gcp01.tiktokcdn.com,/156.59.94.39,IPv4
a0:65:18:83:8d:5e,pull-flv-l77-va01.tiktokcdn.com,/138.199.46.247,IPv4
a0:65:18:83:8d:5e,pull-f5-tt01.tiktokcdn.com,/156.59.94.39,IPv4
a0:65:18:83:8d:5e,pull-f5-tt01.tiktokcdn.com,/156.59.94.24,IPv4
a0:65:18:83:8d:5e,pull-f5-tt01.tiktokcdn.com,/156.59.94.34,IPv4
a4:f4:c2:99:c0:01,pull-f5-va01.tiktokcdn.com,/156.59.94.32,IPv6
a4:f4:c2:99:c0:01,pull-f5-va01.tiktokcdn.com,/156.59.94.25,IPv6
a4:f4:c2:99:c0:01,pull-f5-va01.tiktokcdn.com,/156.59.94.24,IPv6
a4:f4:c2:99:c0:01,pull-flv-f1-va01.tiktokcdn.com,/163.171.218.230,IPv6
a4:f4:c2:99:c0:01,pull-flv-f1-va01.tiktokcdn.com,/163.171.218.224,IPv6
a4:f4:c2:99:c0:01,pull-flv-f1-va01.tiktokcdn.com,/163.171.218.228,IPv6
a4:f4:c2:99:c0:01,pull-flv-f1-va01.tiktokcdn.com,/163.171.218.225,IPv6
a4:f4:c2:99:c0:01,pull-flv-f1-va01.tiktokcdn.com,/163.171.218.226,IPv6
a4:f4:c2:99:c0:01,pull-flv-f1-va01.tiktokcdn.com,/163.171.218.231,IPv6
a4:f4:c2:99:c0:01,pull-flv-f1-va01.tiktokcdn.com,/163.171.218.227,IPv6
a4:f4:c2:99:c0:01,pull-flv-f1-va01.tiktokcdn.com,/163.171.218.229,IPv6
a4:f4:c2:99:c0:01,pull-flv-l77-va01.tiktokcdn.com,/138.199.46.247,IPv6
24:43:e2:6b:df:71,pull-cmaf-f16-tt01.fcdn.us.tiktokv.com,/23.48.214.107,IPv4
24:43:e2:6b:df:71,pull-cmaf-f16-tt01.fcdn.us.tiktokv.com,/23.48.214.75,IPv4
a4:f4:c2:99:c0:01,pull-q5-gcp01.tiktokcdn.com,/156.59.149.140,IPv6
a0:65:18:a3:57:3e,pull-f5-tt01.tiktokcdn.com,/156.59.94.24,IPv4
a0:65:18:a3:57:3e,pull-f5-tt01.tiktokcdn.com,/156.59.94.39,IPv4
a0:65:18:a3:57:3e,pull-f5-tt01.tiktokcdn.com,/156.59.94.34,IPv4
a4:f4:c2:99:c0:01,push-rtmp-l16-gcp01.tiktokcdn.com,/14.225.240.20,IPv6
a4:f4:c2:99:c0:01,push-rtmp-l16-gcp01.tiktokcdn.com,/14.225.240.11,IPv6
a4:f4:c2:99:c0:01,push-rtmp-f5-tt02.fcdn.us.tiktokv.com,/147.160.179.37,IPv6
a4:f4:c2:99:c0:01,push-rtmp-f5-tt02.fcdn.us.tiktokv.com,/130.44.213.245,IPv6
a4:f4:c2:99:c0:01,pull-cmaf-f16-va01.tiktokcdn.com,/113.171.231.34,IPv6
a4:f4:c2:99:c0:01,pull-cmaf-f16-va01.tiktokcdn.com,/113.171.231.10,IPv6
cc:71:90:11:2f:a1,v9-vn.tiktokcdn.com,/171.244.6.61,IPv6
cc:71:90:11:2f:a1,v9-vn.tiktokcdn.com,/14.225.26.15,IPv6
cc:71:90:11:2f:a1,v9-vn.tiktokcdn.com,/14.225.18.244,IPv6
cc:71:90:11:2f:a1,v9-vn.tiktokcdn.com,/171.244.6.62,IPv6
cc:71:90:11:2f:a1,v9-vn.tiktokcdn.com,/14.225.18.245,IPv6
cc:71:90:11:2f:a1,v9-vn.tiktokcdn.com,/14.225.18.246,IPv6
a4:f4:c2:99:c0:01,pull-hls-l77-va01.tiktokcdn.com,/138.199.46.247,IPv6
a0:65:18:a3:57:3e,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.204,IPv4
a0:65:18:a3:57:3e,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.194,IPv4
a0:65:18:a3:57:3e,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.196,IPv4
a0:65:18:a3:57:3e,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.201,IPv4
a0:65:18:a3:57:3e,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.197,IPv4
a0:65:18:a3:57:3e,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.200,IPv4
a0:65:18:a3:57:3e,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.193,IPv4
a0:65:18:a3:57:3e,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.203,IPv4
a0:65:18:a3:57:3e,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.195,IPv4
a0:65:18:a3:57:3e,pull-flv-l16-tt01.tiktokcdn-us.com,/14.225.20.199,IPv4
24:43:e2:6b:df:71,pull-cmaf-f77-va01.tiktokcdn.com,/138.199.46.247,IPv4
a4:f4:c2:99:c0:01,pull-q5-sg01.tiktokcdn.com,/156.59.149.140,IPv6
a0:65:18:83:8d:5e,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.120,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.226,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.218,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.228,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.190,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.217,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.227,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-va01.ttlivecdn.com,/123.30.147.132,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.122,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.132,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.189,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.121,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.58,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.59,IPv4
a0:65:18:83:8d:5e,pull-flv-l11-va01.ttlivecdn.com,/43.132.68.123,IPv4
a4:f4:c2:99:c0:01,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.133,IPv6
a4:f4:c2:99:c0:01,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.123,IPv6
a4:f4:c2:99:c0:01,pull-flv-f11-va01.tiktokcdn.com,/123.30.147.131,IPv6
a4:f4:c2:99:c0:01,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.227,IPv6
a4:f4:c2:99:c0:01,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.59,IPv6
a4:f4:c2:99:c0:01,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.190,IPv6
a4:f4:c2:99:c0:01,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.228,IPv6
a4:f4:c2:99:c0:01,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.122,IPv6
a4:f4:c2:99:c0:01,pull-flv-f11-va01.tiktokcdn.com,/123.30.147.130,IPv6
a4:f4:c2:99:c0:01,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.120,IPv6
a4:f4:c2:99:c0:01,pull-flv-f11-va01.tiktokcdn.com,/43.132.68.224,IPv6
